lead_id,company_name,contact_name,email,phone,title,company_size,industry,lead_source,campaign_id,assigned_rep_id,lead_score,status,created_date,last_activity,converted_date
152,"Scott, Lucero and Webster",Julian Olson,steven43@example.net,257.725.2753x0684,"Accountant, chartered",578,Technology,Cold Call,,,83,Qualified,2024-06-10,2023-12-29,
153,Waters-Mccall,William Leblanc,zwilson@example.org,001-514-612-1461x82057,"Production designer, theatre/television/film",1039,Retail,Trade Show,2.0,18.0,87,Contacted,2024-12-26,2023-11-03,
154,Price-Stephens,Jennifer Crawford,melaniesmith@example.net,+1-669-943-0748x81781,Financial adviser,6313,Healthcare,Email Campaign,16.0,49.0,37,New,2023-08-10,2024-09-28,
155,Yang Inc,Donald Moore,underwoodalexander@example.org,540.804.0437x051,Automotive engineer,451,Healthcare,Partner,11.0,31.0,25,Qualified,2024-03-29,2023-09-25,
156,Powell-Wilson,Dawn Campbell,hamiltonkathleen@example.com,281-686-7597,"Production assistant, television",5002,Education,Referral,8.0,46.0,57,Converted,2024-08-14,2024-03-25,2023-05-11
157,Thomas-Johnson,Robin Newton,lukehamilton@example.org,001-234-608-5187x56111,Quality manager,4938,Manufacturing,Website,,48.0,48,New,2024-07-02,2024-02-25,2023-08-25
158,Hoffman-Johnson,Austin Johnson,ncarter@example.com,381-372-5066x74170,"Surveyor, building",8698,Manufacturing,Social Media,,,20,Converted,2023-06-30,2024-01-07,
159,"Russo, Cross and Williamson",Morgan Frye,tammywilliams@example.org,573.298.9610x558,Dance movement psychotherapist,441,Retail,Partner,,6.0,87,Qualified,2023-12-05,2023-04-25,
160,Delgado PLC,Patrick Chambers,goldenrachel@example.com,(203)349-2060,Exercise physiologist,8620,Finance,Social Media,6.0,35.0,99,New,2023-08-05,2023-11-02,
161,Meyers Inc,Lori Jackson,elizabeth73@example.net,631-852-9460x69715,Clinical molecular geneticist,2429,Finance,Website,8.0,31.0,22,Disqualified,2023-01-09,2024-03-03,
162,Martin Group,Nicholas Dominguez,carol71@example.com,(238)833-3683x94291,Astronomer,4257,Finance,Social Media,,,98,Disqualified,2024-10-25,2024-07-10,
163,Abbott Ltd,Renee Guzman,dscott@example.com,(344)998-9840,Human resources officer,285,Education,Email Campaign,8.0,30.0,60,New,2023-01-04,2024-09-04,
164,Morton and Sons,Tammy Stewart,nhernandez@example.net,(879)750-7076,Careers information officer,5485,Technology,Trade Show,,37.0,53,New,2023-01-21,2023-09-07,2023-07-25
165,Cruz LLC,James Horn,amendoza@example.org,(717)209-3839x9451,Film/video editor,5516,Technology,Social Media,,26.0,18,Qualified,2023-12-01,2024-02-10,
166,King-Jordan,Daniel Abbott,amber38@example.org,+1-841-263-5474x54292,Electronics engineer,8058,Technology,Trade Show,,34.0,34,Qualified,2024-05-27,2023-08-04,
167,Parker-Lewis,Samuel Murphy,huffmichael@example.net,(406)238-0938x50294,Tourist information centre manager,9341,Education,Email Campaign,,,57,Contacted,2023-06-26,2024-04-23,
168,Atkins Group,Sarah Williams,wcarter@example.org,612-944-5680x8280,English as a second language teacher,4568,Technology,Website,,,27,Contacted,2023-06-28,2024-03-29,2023-03-27
169,Arnold LLC,Erika Murray,jmoore@example.com,(659)924-9088,Statistician,7765,Healthcare,Social Media,,41.0,9,Contacted,2024-01-04,2023-09-12,
170,Thompson-Ramirez,Raymond Payne,petersoncameron@example.com,+1-648-677-8889x399,"Surveyor, rural practice",8392,Finance,Email Campaign,,17.0,39,Contacted,2023-05-09,2023-07-28,
171,"Nelson, Wyatt and Barnes",Ms. Kim Dawson,joe10@example.com,(822)592-4819x89091,Sports development officer,2963,Manufacturing,Website,1.0,,18,Converted,2024-01-30,2024-04-05,2023-10-13
172,Garcia-Larsen,Gary Gibson,scott66@example.net,+1-295-769-7207x0043,"Merchandiser, retail",9883,Manufacturing,Website,,,42,Converted,2023-04-24,2024-06-04,
173,Leblanc Group,Holly Smith,hbrooks@example.org,(688)932-2165x5875,"Engineer, biomedical",8541,Education,Website,17.0,28.0,9,Disqualified,2023-04-30,2024-11-28,
174,Brown LLC,Dr. Holly Williams,schmidtmegan@example.com,590-351-4372,Restaurant manager,3045,Retail,Email Campaign,13.0,6.0,99,Disqualified,2023-12-16,2023-03-07,
175,"Bradley, Hansen and Chambers",Nicole Johnson,samuelzavala@example.org,(844)775-0630x992,Air cabin crew,4956,Technology,Website,4.0,42.0,12,Converted,2024-06-19,2024-09-17,
176,Davis Group,Priscilla Rodriguez,rparker@example.net,(256)676-8457,Agricultural engineer,9135,Education,Website,3.0,40.0,32,New,2024-04-18,2024-11-29,
177,"Stone, Hodges and Warren",Kimberly Craig,vwaller@example.net,905-881-3150x969,Science writer,595,Education,Trade Show,6.0,,53,New,2024-04-24,2023-09-04,2024-04-05
178,Acosta Ltd,Scott Serrano,josephdeleon@example.org,(659)477-2967,"Surveyor, building control",4409,Manufacturing,Email Campaign,16.0,7.0,9,Converted,2023-08-29,2023-04-27,
179,Williams LLC,Edward Snow,amandasullivan@example.net,930-483-9398,"Engineer, manufacturing",2783,Finance,Trade Show,1.0,15.0,70,Contacted,2023-08-12,2023-11-20,
180,Acosta and Sons,Jill Estes,chrismcknight@example.com,265.865.4172x937,"Administrator, education",1439,Finance,Trade Show,6.0,11.0,11,Contacted,2024-11-14,2023-11-13,2023-08-22
181,"Ellis, Webb and Rivera",Robert Santos,daniellecook@example.org,001-403-288-6642x7606,Firefighter,5297,Healthcare,Partner,3.0,8.0,55,Qualified,2023-07-21,2023-08-15,
182,Collins Ltd,Crystal Dillon,smithtodd@example.org,+1-686-701-6003,Personnel officer,807,Education,Referral,,18.0,54,Converted,2023-10-21,2023-09-04,2023-08-30
183,Anderson-Lee,Ryan Hancock,johnny88@example.net,+1-410-415-8966,Games developer,3822,Technology,Social Media,4.0,,98,Disqualified,2024-10-03,2024-10-26,2024-07-12
184,Campbell and Sons,Vanessa Wade,mglass@example.org,793-933-1040x757,Animal technologist,6127,Healthcare,Cold Call,6.0,,49,Qualified,2024-01-10,2023-02-24,
185,"Allen, Pittman and Ryan",Aaron Gonzalez,garyjohnson@example.net,(480)567-4074x585,Hydrographic surveyor,802,Education,Trade Show,2.0,,33,Contacted,2024-11-03,2023-01-17,
186,"Calderon, Ray and Buckley",Jennifer Taylor,hsmith@example.net,921-264-6424,Insurance risk surveyor,858,Retail,Website,17.0,,22,Contacted,2023-04-21,2024-12-13,
187,Lewis Ltd,Jill Lopez,rdonovan@example.org,(449)615-1286x3539,"Designer, blown glass/stained glass",4701,Healthcare,Email Campaign,20.0,42.0,88,Disqualified,2023-12-28,2023-12-14,
188,"Leon, Velez and Williams",Cody Johnson,troach@example.net,001-598-960-3058x013,Ergonomist,8144,Technology,Email Campaign,7.0,20.0,14,Converted,2024-10-24,2024-07-24,
189,Parks-Baker,Samuel Wise,juanvelazquez@example.org,(485)643-8314x147,Building surveyor,867,Healthcare,Cold Call,17.0,,42,Contacted,2023-09-18,2023-08-02,2023-09-30
190,Pierce and Sons,Lawrence King DDS,daltongrace@example.com,454.481.1992,Computer games developer,1750,Healthcare,Social Media,13.0,9.0,28,Converted,2024-08-16,2023-07-14,
191,"Smith, Johnson and Lopez",Phillip Torres,oholt@example.com,3825025135,"Administrator, sports",6568,Education,Trade Show,7.0,1.0,100,Disqualified,2023-06-26,2024-01-15,
192,"Green, Martinez and Santiago",Patricia Wright,ortegajoshua@example.org,+1-230-352-5156x345,"Administrator, Civil Service",9149,Finance,Email Campaign,1.0,18.0,21,Disqualified,2023-08-10,2024-02-07,
193,Boyd-Castro,James Washington,lisafitzpatrick@example.com,001-227-982-2075,Diagnostic radiographer,7881,Education,Cold Call,14.0,29.0,1,New,2023-01-15,2023-05-13,2024-08-23
194,Jones-Alvarez,Heather Romero,hmurphy@example.com,(343)618-0218,Proofreader,8050,Manufacturing,Email Campaign,,18.0,5,Qualified,2023-01-06,2023-05-23,
195,Strickland Ltd,Kristina Tucker,mcarter@example.net,626.613.5986x6316,Advertising art director,774,Technology,Email Campaign,17.0,,31,Contacted,2024-09-07,2023-09-12,2023-06-19
196,Ramirez-Johnson,Carlos Hall,jamesoneal@example.com,+1-907-683-4020x009,Lexicographer,8113,Healthcare,Email Campaign,7.0,20.0,99,Converted,2024-01-07,2024-03-22,2024-05-29
197,Marshall-Herman,David Fisher,elizabeth60@example.com,553.290.3323x16021,"Engineer, electronics",3449,Finance,Cold Call,,40.0,63,Disqualified,2024-06-16,2024-10-09,2024-09-09
198,Johnson-Davis,Brad Moyer,joshuawilliams@example.net,001-727-779-7474x6972,Customer service manager,2620,Technology,Website,10.0,34.0,30,Contacted,2023-07-07,2024-09-11,
199,Harrison and Sons,Alexis Webb,kimberly89@example.org,9093565336,Newspaper journalist,3002,Education,Cold Call,,,20,Converted,2024-01-21,2024-09-10,
200,"Clark, Smith and Flores",Heather Sandoval,moorekevin@example.net,720-871-5878x15539,"Engineer, structural",2948,Retail,Trade Show,16.0,49.0,83,Disqualified,2023-01-20,2024-07-06,2023-07-05
201,"Montgomery, Marshall and Boyd",Miranda Mitchell,leonardreid@example.net,001-775-389-0325x488,Materials engineer,9115,Technology,Website,13.0,50.0,15,Disqualified,2023-11-21,2024-01-27,2023-11-18
202,Brown-Christensen,Kathleen White,roliver@example.net,279.801.6819x938,"Therapist, occupational",5174,Healthcare,Partner,10.0,8.0,39,Contacted,2023-05-13,2023-04-13,
203,Wallace PLC,Henry Thompson,christierobinson@example.net,+1-639-313-5030,Senior tax professional/tax inspector,4670,Finance,Cold Call,17.0,9.0,30,Contacted,2024-06-05,2024-01-19,
204,Small Inc,Heather Morrison,nroberts@example.org,299.533.9236,"Conservation officer, historic buildings",4554,Retail,Referral,8.0,,81,Qualified,2023-10-05,2024-12-06,2023-07-02
205,Spencer Group,Rachel Brown,emily98@example.com,(636)599-7545x461,Market researcher,1102,Retail,Trade Show,6.0,2.0,38,New,2023-10-11,2024-10-29,
206,Barnes-Harrison,Ana Brown,gregorygamble@example.com,845.490.6509x04578,Chartered accountant,8263,Healthcare,Referral,9.0,3.0,5,New,2024-11-16,2023-08-13,2023-08-29
207,"Noble, Davenport and Dawson",Jorge Perez,tyler47@example.org,901.346.6505,Estate manager/land agent,5324,Technology,Website,,46.0,51,New,2024-01-17,2024-10-01,
208,Bates LLC,Stuart Carroll,butlerkimberly@example.com,609.950.6883x5695,Dietitian,9308,Manufacturing,Referral,16.0,,76,New,2024-06-24,2023-03-16,
209,Nelson-Carson,Crystal Brown,pbrown@example.com,269-895-8862x60270,"Engineer, structural",3025,Healthcare,Trade Show,3.0,4.0,100,Contacted,2024-10-24,2024-02-19,
210,Ross-Cruz,Jodi Richards,maria61@example.net,220-904-0941x4938,"Engineer, maintenance",916,Finance,Cold Call,17.0,16.0,64,Converted,2023-05-21,2023-09-22,
211,Jensen Ltd,Caitlyn Green,waltersrobert@example.org,+1-524-783-7078x99720,"Lecturer, higher education",610,Finance,Trade Show,1.0,49.0,96,Contacted,2024-11-19,2023-05-02,
212,"Clark, Smith and Salazar",Destiny Miller,leslie90@example.com,406.291.9069,Hospital doctor,8969,Retail,Website,,34.0,81,Converted,2024-04-01,2024-01-20,
213,Parker PLC,Fernando Austin,caitlynlewis@example.org,437-405-2954x384,Accounting technician,7469,Manufacturing,Cold Call,,11.0,85,Disqualified,2023-05-07,2023-03-16,2024-02-24
214,Schultz-Mckenzie,Daniel Horne,thompsonnicole@example.org,245.652.1825x541,"Designer, industrial/product",2221,Finance,Trade Show,9.0,50.0,38,New,2023-06-20,2023-06-03,2023-01-27
215,"Martin, Young and Stone",John Benson MD,brenda59@example.net,001-623-906-9584x4569,"Engineer, aeronautical",73,Technology,Trade Show,8.0,29.0,38,Disqualified,2024-11-12,2023-06-07,
216,Barber-Casey,Robert Garrett,edwardsrobert@example.org,742.237.8499x60387,Veterinary surgeon,8554,Healthcare,Trade Show,8.0,38.0,49,Qualified,2023-09-04,2024-10-04,
217,Ryan-Ramirez,Daniel Smith,mwells@example.com,571.513.4949,Interior and spatial designer,1168,Retail,Cold Call,6.0,33.0,43,New,2023-01-30,2023-10-12,
218,Castillo-Vaughn,Krystal Green,swatson@example.net,(236)292-9084,"Development worker, international aid",3687,Retail,Cold Call,,25.0,76,Disqualified,2023-08-09,2024-07-14,
219,Daniel PLC,Megan Richardson,tristanroberts@example.com,(799)985-3740,Neurosurgeon,4659,Finance,Referral,10.0,41.0,91,Disqualified,2024-05-07,2023-10-28,2024-11-17
220,Hernandez and Sons,Yvette Rhodes,imartin@example.org,516.478.9859x04031,Set designer,3027,Healthcare,Referral,1.0,30.0,87,Converted,2023-06-17,2024-01-20,
221,Ramirez-Chambers,Shannon Howell,william75@example.net,001-970-715-0247x1735,Product designer,3285,Education,Referral,,23.0,79,Qualified,2023-10-23,2023-09-29,2023-08-10
222,Ayers-Williams,David Weiss,jenniferjohnson@example.org,+1-734-608-8559,Textile designer,4684,Retail,Website,2.0,20.0,19,New,2023-07-23,2024-05-18,
223,Allen Group,William Manning,erinbrock@example.com,(363)651-0417x120,Chief of Staff,2037,Education,Email Campaign,14.0,14.0,4,Disqualified,2023-04-14,2024-09-27,
224,Jensen-Campbell,Shawn Knapp,amandarivera@example.com,001-459-732-9843x538,Furniture designer,6887,Healthcare,Website,2.0,3.0,48,Converted,2023-01-25,2023-11-10,
225,"Flowers, Jordan and Hodge",Laura Reyes,jacksondenise@example.com,(838)995-0521,Waste management officer,2954,Manufacturing,Trade Show,3.0,36.0,1,Qualified,2024-05-30,2024-09-06,2024-12-29
226,"Bradley, Li and Swanson",Tiffany Aguilar,edwardsthomas@example.org,661.642.1568,Chief Financial Officer,5161,Healthcare,Social Media,16.0,30.0,38,Disqualified,2024-10-22,2024-05-23,
227,Randall-Haley,Sarah Carey,bmoore@example.net,687.766.7266x771,"Engineer, automotive",1650,Education,Trade Show,,42.0,27,New,2024-07-28,2024-01-30,2023-01-11
228,Brown LLC,Megan Golden,amber68@example.net,486-375-3905x67550,"Engineer, automotive",2713,Manufacturing,Email Campaign,13.0,41.0,19,New,2024-06-25,2024-08-14,2023-10-18
229,Brown-Williams,Luis Hayes,austincollins@example.com,(250)750-3423,Transport planner,5344,Healthcare,Cold Call,12.0,33.0,2,Contacted,2024-02-06,2023-01-16,
230,Hill PLC,Luis Wilson,gravesdouglas@example.com,5752070086,Dancer,955,Finance,Referral,,39.0,40,Contacted,2024-02-08,2024-07-12,
231,Cook-Waters,Sheryl Richardson,brandon02@example.org,713.262.8504x90776,Financial adviser,6253,Healthcare,Trade Show,1.0,27.0,72,Qualified,2023-10-07,2024-01-11,
232,Perry-Wolf,Tracy Wells,andersonmelissa@example.com,001-697-872-6722x782,IT technical support officer,9157,Healthcare,Referral,7.0,16.0,33,Contacted,2023-02-03,2024-06-25,
233,"Cooper, Carney and Jordan",James Miller,barkertyler@example.com,(783)691-7715,Phytotherapist,9118,Finance,Trade Show,15.0,29.0,16,Converted,2024-02-06,2023-08-06,2024-05-08
234,Stanton Inc,Deborah Wright,peggy09@example.com,+1-752-435-6114,Ergonomist,2598,Finance,Website,,,55,Disqualified,2023-04-03,2024-02-07,2024-09-02
235,Fischer-Davis,Michele Kline,ashleystewart@example.org,+1-990-292-8307x37184,Radio producer,2072,Healthcare,Email Campaign,8.0,,1,Converted,2024-08-03,2024-08-30,2024-05-04
236,Ryan-Fox,Maurice Johnson,heather20@example.org,001-643-457-8009x0415,Information systems manager,6010,Finance,Social Media,3.0,41.0,65,New,2024-12-15,2024-03-20,
237,Hawkins and Sons,Hannah Dudley,ehicks@example.org,+1-752-920-9881,Tax adviser,9148,Retail,Website,15.0,50.0,52,New,2024-02-22,2023-08-13,
238,"Gordon, Pittman and Powers",Jennifer White,andreaduran@example.com,+1-739-579-6662x71391,Minerals surveyor,6198,Retail,Referral,,49.0,6,Disqualified,2024-05-18,2024-09-22,
239,Green-Ward,Karen Hunt,cody20@example.net,001-737-759-9827x4647,Market researcher,3444,Technology,Website,5.0,12.0,73,Converted,2023-03-12,2024-01-18,
240,Bailey LLC,Kimberly Rowe,monicablair@example.org,+1-988-330-7589,Child psychotherapist,4796,Technology,Partner,,26.0,91,New,2023-11-02,2024-05-26,2024-10-12
241,Morgan-Flores,Todd Reese,joseph87@example.net,+1-424-778-3568,Location manager,1561,Manufacturing,Email Campaign,10.0,7.0,99,Converted,2023-11-18,2023-12-29,
242,Barker Group,Michael Ballard,russell26@example.org,(816)609-1077x726,Freight forwarder,7709,Manufacturing,Email Campaign,19.0,10.0,50,Qualified,2024-12-19,2024-10-12,
243,"Kennedy, Prince and Nguyen",Lisa Smith,kristen00@example.com,001-287-945-8724,Dramatherapist,557,Finance,Referral,1.0,14.0,44,Disqualified,2024-10-13,2023-11-02,
244,"Turner, Huerta and Lee",Alan Mercer,angelaromero@example.com,+1-955-874-3817x8421,"Engineer, biomedical",3269,Finance,Partner,9.0,26.0,67,New,2024-07-31,2023-05-09,
245,"Collins, Colon and Ford",Chloe Scott,john40@example.com,001-276-630-4627x9046,Furniture conservator/restorer,5252,Manufacturing,Partner,,28.0,66,New,2024-12-18,2023-05-17,2023-03-11
246,"Ellis, Fields and Grimes",Richard Phillips,joanna84@example.org,001-525-568-0585x51343,Community pharmacist,3769,Manufacturing,Partner,17.0,37.0,71,Disqualified,2024-04-14,2024-07-25,
247,Palmer-King,Jacob Reese,john52@example.com,807-954-2633x64519,Ophthalmologist,5037,Retail,Social Media,12.0,50.0,5,Disqualified,2024-02-05,2024-05-22,
248,Burch-Cross,Joshua Pierce,feliciathomas@example.com,299-868-7485x00949,Adult nurse,497,Technology,Partner,20.0,27.0,65,Converted,2023-09-24,2024-04-25,2023-09-29
249,Bell-Perez,Cathy Oneal,carol27@example.com,315.572.9294,Water quality scientist,1781,Healthcare,Cold Call,10.0,20.0,17,Disqualified,2023-01-21,2024-11-02,2023-01-22
250,Weaver and Sons,Roberta Lucas,brent27@example.com,833-388-3399x34299,Transport planner,6321,Technology,Website,,1.0,5,Disqualified,2023-01-14,2024-02-17,2024-05-13
251,Mckay-Evans,John Estrada,rnavarro@example.net,236.984.0520x42452,"Buyer, retail",4290,Education,Email Campaign,,3.0,39,Converted,2024-05-27,2023-07-24,
252,Thompson-Schultz,Kimberly Ward,yking@example.org,350.807.8479,Garment/textile technologist,1971,Finance,Cold Call,8.0,19.0,17,Qualified,2024-09-20,2023-04-23,
253,Freeman PLC,Melinda Williams,leondavid@example.com,253-271-9521x68872,Environmental health practitioner,5558,Manufacturing,Referral,19.0,7.0,83,Disqualified,2024-03-16,2024-03-25,
254,Ramos-Anderson,Dustin White,andrew77@example.com,769.629.0259x237,Broadcast engineer,1293,Retail,Website,3.0,18.0,95,Qualified,2023-06-27,2024-02-11,2023-08-07
255,Knox and Sons,Christopher Carlson,kimberlyhenderson@example.org,798.285.2000,Armed forces technical officer,6250,Education,Partner,,42.0,95,Contacted,2023-12-04,2023-10-21,
256,"Thomas, Moore and Lee",Karen Pratt,mariaspencer@example.org,+1-789-482-9480x143,Secondary school teacher,3856,Healthcare,Email Campaign,17.0,22.0,21,Converted,2023-10-30,2024-11-17,
257,Moore-Gonzalez,Jason Pierce,alison84@example.com,001-281-361-9488,"Editor, film/video",6719,Retail,Referral,,14.0,97,Converted,2024-09-09,2023-12-28,2024-03-08
258,Williams-Gallagher,Timothy Miller,daniel52@example.net,352.359.9357x3446,Retail merchandiser,1532,Education,Cold Call,,5.0,73,Qualified,2024-02-11,2024-06-28,
259,Hernandez-Ochoa,Joseph Green,glenlopez@example.org,944-283-2538x01541,"Surveyor, planning and development",1672,Manufacturing,Referral,6.0,20.0,48,Qualified,2023-12-12,2023-04-28,
260,"Fields, Pierce and Humphrey",Ronald Holt,yjohnson@example.net,8923009678,Retail merchandiser,8066,Finance,Referral,10.0,,2,Converted,2023-05-02,2023-09-29,
261,Lee-Jenkins,Kimberly Marshall,annaoneal@example.org,001-611-344-9770x5506,"Sales professional, IT",2498,Manufacturing,Email Campaign,7.0,28.0,51,New,2023-12-07,2024-06-24,
262,Morrow PLC,Anthony Rogers,andrewsalazar@example.net,001-741-345-9025,"Investment banker, corporate",910,Technology,Cold Call,14.0,44.0,28,Disqualified,2023-11-14,2024-01-26,2023-04-09
263,Garcia-Barnes,Wendy Camacho,joshua21@example.net,(544)471-2257x8956,Research scientist (maths),6289,Manufacturing,Partner,14.0,44.0,33,Disqualified,2024-08-07,2024-12-12,
264,"Crawford, Ramos and Hernandez",Julie Adkins,berryeric@example.com,(943)650-0039,"Engineer, petroleum",5852,Technology,Email Campaign,,3.0,98,Contacted,2023-11-07,2023-06-07,
265,Cruz Group,Larry Burton,karen69@example.org,+1-876-373-9948x596,"Engineer, land",3729,Retail,Partner,,44.0,36,Contacted,2024-08-12,2024-06-10,
