lead_id,campaign_id,audience_id,first_name,last_name,email,phone,company,job_title,industry,company_size,lead_source,lead_score,status,created_date,last_activity,converted_date,country,state,city,utm_source,utm_medium,utm_campaign
111,12,4,Patrick,Cooke,ievans@example.org,318-526-0688x87189,"Merritt, White and George",Education administrator,Technology,9089,Events,58,Contacted,2023-11-24,2023-12-14,,Palau,Hawaii,New Jonathanton,events,email,seo_campaign_12
112,8,5,William,Cox,rodneylandry@example.org,940.784.8729,"Bartlett, Shea and Obrien","Sales professional, IT",Healthcare,1623,Influencer,85,New,2023-11-11,2024-01-23,,Togo,Indiana,New Andrea,influencer,referral,direct_mail_campaign_8
113,23,5,Joshua,Daniel,qjones@example.com,(726)471-4628x3143,Underwood-Stewart,Politician's assistant,Education,425,Webinars,78,Qualified,2024-12-16,2024-12-17,2024-12-26,Ireland,California,Daniellestad,webinars,paid,events_campaign_23
114,50,4,Joshua,Melton,joshuagarcia@example.org,(611)328-4971x8594,Jackson Group,"Education officer, community",Finance,8712,Influencer,71,Disqualified,2024-11-05,2024-11-03,,Brunei Darussalam,Kentucky,Lake Williamberg,influencer,social,email_campaign_50
115,10,7,Nicholas,Moss,sellersdanielle@example.com,001-839-567-2757x844,Reid-Miller,Industrial/product designer,Education,5124,Social Media,12,Nurturing,2023-01-19,2024-06-16,2023-05-01,Azerbaijan,Colorado,Angelafort,social_media,email,email_campaign_10
116,28,1,Erica,Randolph,timothyrobertson@example.net,+1-716-509-3068,"Guerrero, Knapp and Kidd","Secretary, company",Manufacturing,9982,Display,6,Disqualified,2024-12-19,2024-12-21,,Malta,Iowa,North Michael,display,social,influencer_campaign_28
117,33,7,Michael,Williams,xgray@example.org,638-214-4744x30963,Stafford-Charles,Barista,Finance,97,Display,79,Converted,2024-07-21,2024-09-13,2024-09-12,Saint Helena,Idaho,Gomezville,display,organic,direct_mail_campaign_33
118,32,4,James,Rice,robertgentry@example.org,(443)676-5456,Mayo Ltd,Print production planner,Healthcare,2292,Influencer,46,Nurturing,2023-04-03,2023-10-01,,Congo,Delaware,West Billy,influencer,organic,events_campaign_32
119,27,1,Julie,Santana,elizabethvaughan@example.net,316-378-7256x862,Martinez LLC,"Restaurant manager, fast food",Technology,3875,SEO,7,Nurturing,2024-07-26,2024-06-09,,Saint Pierre and Miquelon,Alabama,Castilloport,seo,organic,webinars_campaign_27
120,6,3,Kathleen,Wright,jessicalopez@example.com,001-514-336-3718x92392,Morales LLC,"Engineer, agricultural",Healthcare,6985,SEO,3,Disqualified,2024-07-27,2024-12-08,,Ireland,North Dakota,Isabelbury,seo,social,email_campaign_6
121,22,5,Ronald,Brown,tschneider@example.org,754-556-3502x000,Kennedy-Kerr,Chiropractor,Education,3029,Display,33,Converted,2023-11-11,2023-12-26,2024-07-07,Pitcairn Islands,Oklahoma,West Michael,display,paid,seo_campaign_22
122,48,7,Kimberly,Rice,john43@example.net,(711)629-1093x3711,"Wells, Juarez and Ferguson","Designer, exhibition/display",Technology,2095,Social Media,25,Converted,2024-01-26,2023-11-06,,Timor-Leste,Oklahoma,Patriciamouth,social_media,email,seo_campaign_48
123,28,1,Carlos,Barnes,jacksonjoshua@example.org,809-803-6788x1278,Lawson-Clark,"Accountant, chartered certified",Healthcare,9370,Display,28,Disqualified,2024-12-19,2024-12-29,,Korea,North Carolina,Kevinbury,display,paid,influencer_campaign_28
124,46,6,Joseph,Wilson,brandonallen@example.org,+1-724-724-0338x1059,Potts PLC,"Geneticist, molecular",Manufacturing,2190,Social Media,53,Disqualified,2023-07-22,2024-12-23,,Suriname,Alabama,Jeffreyview,social_media,social,display_campaign_46
125,17,2,Teresa,Medina,sharphailey@example.net,998-537-3543x962,"Barber, Richardson and Barrera",Chief Financial Officer,Education,2974,Events,59,Qualified,2024-05-19,2023-10-27,,Liechtenstein,Washington,Lake Julian,events,paid,webinars_campaign_17
126,11,2,Nicole,Roth,chadjones@example.org,261.282.0916x601,Wright Inc,"Geologist, wellsite",Healthcare,9825,Events,2,New,2024-11-14,2024-07-27,,Svalbard & Jan Mayen Islands,Michigan,East Donaldshire,events,organic,paid_search_campaign_11
127,11,2,Kyle,Mendoza,brianholt@example.net,+1-810-401-8418,Barr Inc,Ergonomist,Education,6315,Events,19,Contacted,2024-10-04,2024-08-17,,Hungary,Utah,South Gavinville,events,social,paid_search_campaign_11
128,7,3,Stephanie,Campbell,gilbertdavid@example.org,8924268592,"Mcdaniel, Weber and Mitchell",Civil Service administrator,Finance,8180,Influencer,85,Contacted,2024-09-19,2024-10-28,,South Georgia and the South Sandwich Islands,California,Port Sarahberg,influencer,social,direct_mail_campaign_7
129,21,1,Dylan,Griffin,hbriggs@example.net,(742)415-2265x57676,"Dorsey, Reyes and Dunn",Solicitor,Retail,8071,Influencer,69,Disqualified,2024-06-19,2023-12-18,,Saint Barthelemy,Nebraska,Lake Christopher,influencer,paid,content_marketing_campaign_21
130,1,2,James,Jefferson,angela21@example.org,(452)347-2863x330,"Padilla, Bennett and Johnson",Photographer,Finance,887,Display,90,New,2024-04-14,2024-04-30,,Trinidad and Tobago,Hawaii,East Michaelland,display,social,content_marketing_campaign_1
131,5,5,Alexander,Guerra,lhernandez@example.com,001-228-447-6570x4120,"Martin, Sanders and Henderson","Programme researcher, broadcasting/film/video",Retail,4228,Influencer,74,Disqualified,2024-06-24,2024-06-27,2024-07-08,Bermuda,North Dakota,Spenceberg,influencer,social,social_media_campaign_5
132,26,7,Christine,Robinson,lynndaugherty@example.net,877-556-6205,Rodriguez-Miller,Toxicologist,Government,5497,SEO,4,Qualified,2023-10-20,2024-04-14,2023-10-10,Algeria,Wisconsin,Jacobborough,seo,email,events_campaign_26
133,16,4,Joseph,Davila,elliottkristy@example.org,5517405468,Swanson-Dickson,Chief Strategy Officer,Finance,6673,Paid Search,95,Disqualified,2024-09-13,2024-12-07,2024-09-04,South Africa,Missouri,Williston,paid_search,paid,display_campaign_16
134,11,2,Edward,Ford,cisnerosjesse@example.org,+1-822-288-9857x25459,"Schroeder, Hughes and Clark",Tree surgeon,Retail,1229,Events,20,Disqualified,2024-10-01,2024-10-04,2024-08-02,Trinidad and Tobago,Maryland,South Clintonmouth,events,social,paid_search_campaign_11
135,19,5,Evan,Ramirez,michael12@example.net,001-874-474-7219x70546,Richardson-Kirk,Interior and spatial designer,Finance,1368,Influencer,88,Converted,2024-06-09,2024-05-26,,Armenia,South Carolina,Lake Krystalside,influencer,email,direct_mail_campaign_19
136,10,7,Melissa,Roberts,ashleynash@example.org,(871)557-7871x1216,Murphy-Stewart,Trade mark attorney,Education,3484,Social Media,90,Nurturing,2023-04-23,2023-07-23,2024-02-02,Yemen,New Mexico,Lake Jason,social_media,referral,email_campaign_10
137,3,7,Vanessa,Schroeder,mayermichael@example.com,830.330.6442x1214,Russo-Hayes,Personnel officer,Retail,3508,Influencer,86,Contacted,2023-03-20,2023-04-13,,Guam,Wisconsin,Franklinstad,influencer,organic,seo_campaign_3
138,31,3,Thomas,Barker,tammykim@example.net,001-460-789-3199,"Downs, Mcmillan and Newton",Investment analyst,Technology,2466,Paid Search,59,Qualified,2024-01-01,2024-03-27,,Ireland,Kentucky,South Sherryberg,paid_search,organic,events_campaign_31
139,41,7,Tara,Davis,julielopez@example.net,+1-229-763-5339,Smith-Mosley,Retail buyer,Government,2044,Events,90,Converted,2024-07-30,2024-08-21,,Guinea,Minnesota,Millsmouth,events,email,display_campaign_41
140,12,4,Stephen,Brooks,amyjames@example.net,001-964-391-1110x961,"Wallace, Perkins and Johnson",Horticultural consultant,Government,6892,Events,28,Qualified,2024-06-03,2024-06-17,2024-01-12,Latvia,Delaware,Tammymouth,events,organic,seo_campaign_12
141,42,1,Jane,Figueroa,ayerskimberly@example.net,744-746-3060x0025,Haley Group,Financial controller,Retail,6413,Direct Mail,25,Disqualified,2024-08-24,2024-11-07,,Japan,Florida,Maddenburgh,direct_mail,organic,direct_mail_campaign_42
142,21,1,Zachary,Kim,mckinneydavid@example.org,+1-496-248-2531x1060,"Zimmerman, Knapp and Miller",Museum/gallery exhibitions officer,Technology,2139,Influencer,59,Nurturing,2024-03-14,2023-12-02,,Palau,Iowa,Jamesbury,influencer,organic,content_marketing_campaign_21
143,50,4,Jorge,Williams,donovancourtney@example.net,001-611-479-1124,Jones LLC,"Engineer, maintenance (IT)",Education,1650,Influencer,63,New,2024-10-14,2024-11-11,,Belarus,Indiana,Brooksmouth,influencer,organic,email_campaign_50
144,11,2,Hector,Smith,donnawelch@example.org,655-379-9802,Obrien PLC,Advice worker,Retail,8385,Events,98,Qualified,2024-08-06,2024-09-10,,Antarctica (the territory South of 60 deg S),Massachusetts,East Christopher,events,social,paid_search_campaign_11
145,18,7,Joshua,Gonzalez,baileyandrea@example.com,676.486.3423x461,Mckay Group,Police officer,Education,6943,Webinars,77,Nurturing,2024-11-10,2024-11-20,2024-12-07,Japan,Illinois,Nathanielland,webinars,organic,email_campaign_18
146,11,2,Pamela,Rubio,brenda49@example.net,756.401.2562x53135,Martinez-Flores,"Administrator, arts",Manufacturing,5389,Events,28,Converted,2024-09-23,2024-09-03,,Monaco,California,Campbellborough,events,referral,paid_search_campaign_11
147,14,3,Dakota,Ramirez,berrydebbie@example.net,001-965-453-3077x04611,"Murphy, Reyes and Ray",Higher education careers adviser,Technology,9434,Social Media,1,Converted,2024-01-25,2024-10-31,,Argentina,Ohio,West Deannaland,social_media,organic,social_media_campaign_14
148,7,3,Maria,Perry,joshua56@example.org,+1-357-790-6477,"Garcia, Walker and Petersen",Corporate treasurer,Technology,5290,Influencer,89,Nurturing,2024-05-17,2024-03-26,2024-09-29,Sudan,Mississippi,Lake Mirandaview,influencer,email,direct_mail_campaign_7
149,8,5,Brandon,Torres,mark96@example.com,001-322-597-1252x967,"Woods, Henry and Ramirez",Radiation protection practitioner,Healthcare,1505,Influencer,34,Contacted,2023-11-23,2024-04-01,,Palestinian Territory,Tennessee,Lake Christian,influencer,organic,direct_mail_campaign_8
150,4,7,Jason,Santiago,mcardenas@example.com,453-398-8547,Robinson LLC,Musician,Education,8413,Email,26,Converted,2024-10-01,2024-10-19,2024-11-29,Zambia,Oregon,East Stevenville,email,email,social_media_campaign_4
151,16,4,Allen,Murray,anthony87@example.com,718-215-6326x868,Nelson-Davis,Museum/gallery exhibitions officer,Manufacturing,6924,Paid Search,25,Contacted,2024-09-23,2024-09-23,,Marshall Islands,Rhode Island,Stoneville,paid_search,email,display_campaign_16
152,42,1,John,Rodriguez,brownaustin@example.com,818.314.3966,Gross Ltd,"Geologist, wellsite",Education,3371,Direct Mail,22,Qualified,2024-06-01,2024-05-24,,France,Washington,North Jacksonfort,direct_mail,paid,direct_mail_campaign_42
153,45,1,John,Edwards,jacksonmartin@example.com,(407)265-0241,"Bell, Wells and Smith",Firefighter,Education,1793,Direct Mail,6,New,2023-11-20,2024-12-25,,Malta,North Carolina,Port Dwayne,direct_mail,email,influencer_campaign_45
154,7,3,Kevin,Fitzgerald,whenry@example.net,374-657-0545x897,"Stone, Bowman and Hernandez",Paediatric nurse,Government,3609,Influencer,85,Qualified,2024-04-27,2024-02-08,,Saint Vincent and the Grenadines,Vermont,Howardland,influencer,social,direct_mail_campaign_7
155,25,2,Danielle,Sheppard,harcher@example.org,755-369-6443x098,Pope-Knight,"Loss adjuster, chartered",Finance,1806,Direct Mail,2,Converted,2024-12-21,2024-10-07,,Canada,North Dakota,Cindyburgh,direct_mail,paid,paid_search_campaign_25
156,32,4,Keith,Marsh,chavezjeff@example.net,607-440-6500,Koch-Glover,Retail buyer,Manufacturing,9188,Influencer,20,New,2023-05-22,2023-04-29,,Congo,Nevada,West Jefferyfort,influencer,paid,events_campaign_32
157,16,4,Lisa,Walsh,gross@example.com,594-629-6592x3426,Miller-Knight,"Psychologist, clinical",Retail,3005,Paid Search,49,Converted,2024-09-13,2024-11-04,,Germany,North Carolina,Taylorchester,paid_search,organic,display_campaign_16
158,27,1,Suzanne,Murray,bernardrobert@example.org,+1-843-498-5298x940,Santiago-Ford,"Scientist, marine",Education,891,SEO,11,New,2024-03-12,2024-12-26,2024-05-05,Bhutan,Maine,Vaughnton,seo,email,webinars_campaign_27
159,48,7,Brenda,Dixon,mileszachary@example.net,001-272-432-4407x9311,"Hobbs, Meyer and Wright",Civil Service administrator,Education,404,Social Media,65,Converted,2023-11-23,2024-11-19,,Iraq,New Mexico,Port Jimmy,social_media,referral,seo_campaign_48
160,17,2,Lorraine,Maldonado,reynoldsdaisy@example.org,(632)388-3774,"Vasquez, Contreras and Myers",Clinical biochemist,Education,6831,Events,55,Qualified,2023-08-07,2024-03-22,,Iceland,Alabama,Austinmouth,events,email,webinars_campaign_17
161,23,5,Sydney,Mcdonald,khill@example.com,483.658.6812x25957,"Turner, Long and Hendricks",Radio broadcast assistant,Education,7730,Webinars,78,Nurturing,2024-12-16,2024-12-26,,Singapore,Texas,Davidmouth,webinars,referral,events_campaign_23
162,38,7,Michael,Williamson,bjones@example.net,(331)417-7533,"Stafford, Campos and Fisher",Bonds trader,Technology,4104,Direct Mail,15,New,2023-11-24,2023-12-15,,Holy See (Vatican City State),Rhode Island,East Manuelmouth,direct_mail,organic,seo_campaign_38
163,9,5,Vanessa,Berry,jameshenry@example.net,433-226-8319x0130,Schroeder-Carroll,Building surveyor,Finance,3037,Webinars,88,Nurturing,2024-05-11,2024-09-09,,Luxembourg,Illinois,New Maria,webinars,referral,content_marketing_campaign_9
164,23,5,Michael,Yoder,lauriegonzales@example.net,(719)212-8411x7309,Nicholson LLC,Food technologist,Education,5864,Webinars,9,Qualified,2024-12-17,2024-12-17,,Dominican Republic,North Dakota,Reginaldton,webinars,referral,events_campaign_23
165,45,1,Patricia,Aguilar,denise05@example.com,235-702-3850x371,Dodson PLC,Video editor,Technology,9035,Direct Mail,62,Qualified,2023-09-05,2023-07-21,2024-03-28,Czech Republic,Tennessee,Ryanport,direct_mail,social,influencer_campaign_45
166,2,4,Sarah,Johnson,amandadalton@example.net,+1-308-770-6626x68217,Lee-Kim,Barrister,Healthcare,3802,Direct Mail,12,Disqualified,2024-02-16,2024-06-25,,Tuvalu,Ohio,Port Alexisbury,direct_mail,email,webinars_campaign_2
167,5,5,Brian,Gonzales,bradley59@example.net,642.596.7111,Thornton-Li,English as a second language teacher,Education,4960,Influencer,47,Disqualified,2024-06-22,2024-10-08,,Uganda,Louisiana,Heidihaven,influencer,email,social_media_campaign_5
168,4,7,Michael,Jenkins,nramirez@example.org,934.283.1520x37710,Ramirez-Cruz,Chartered accountant,Technology,4573,Email,79,Converted,2024-10-19,2024-12-17,,Kenya,Arizona,East Nicolas,email,organic,social_media_campaign_4
169,35,3,Brett,Torres,sharon95@example.com,001-993-805-9660x18648,"Ball, Mack and Green",Museum/gallery curator,Education,3904,Events,17,New,2024-09-13,2024-11-23,,Belize,Kansas,Matthewfurt,events,email,webinars_campaign_35
170,40,2,Joshua,Adams,kimberly90@example.org,995-542-7707x0705,Brown-Mcmillan,Health and safety inspector,Retail,9035,Email,41,New,2023-03-06,2023-08-21,,Eritrea,New York,East Crystal,email,social,webinars_campaign_40
171,40,2,Diana,Hall,lopezwilliam@example.com,001-750-283-0440,"Young, Rodriguez and Hunter","Clinical scientist, histocompatibility and immunogenetics",Retail,1269,Email,31,Qualified,2023-03-05,2023-11-05,,Israel,California,Liuberg,email,email,webinars_campaign_40
172,21,1,Catherine,Ward,xmerritt@example.com,790-725-0429x0193,Gray PLC,Amenity horticulturist,Manufacturing,2459,Influencer,49,Nurturing,2023-06-05,2023-06-12,,Mongolia,North Carolina,Ryanville,influencer,referral,content_marketing_campaign_21
173,4,7,Catherine,Hopkins,mstewart@example.net,335-735-3751x3765,"Wagner, Melendez and Valdez",Trade union research officer,Healthcare,7356,Email,54,Qualified,2024-10-24,2024-12-13,2024-12-23,Ecuador,Wyoming,Craigberg,email,referral,social_media_campaign_4
174,17,2,Laura,Peterson,millerrobert@example.org,001-673-927-0216,"Garcia, Booth and Bass",Aeronautical engineer,Manufacturing,2736,Events,10,Qualified,2024-01-30,2024-04-29,,United Kingdom,Nevada,Davidside,events,social,webinars_campaign_17
175,46,6,Kelly,Rogers,brittany91@example.net,4154767647,"Cannon, Hendricks and Zuniga",Charity officer,Healthcare,128,Social Media,76,Disqualified,2023-07-22,2024-06-28,,Gibraltar,New Hampshire,New Jennifer,social_media,paid,display_campaign_46
176,50,4,Collin,Evans,brandon88@example.net,764.356.5220x36849,Mitchell-Wilson,Graphic designer,Education,7192,Influencer,29,Qualified,2024-10-08,2024-12-23,,Sao Tome and Principe,Connecticut,Lake Joshua,influencer,email,email_campaign_50
177,14,3,Andrea,Romero,anthonyorr@example.net,+1-830-970-5349,"Martinez, Chavez and Hardin",Communications engineer,Education,7083,Social Media,64,Contacted,2023-12-25,2024-02-02,,Saint Martin,Texas,West Lindabury,social_media,email,social_media_campaign_14
178,21,1,Eric,Rogers,gmccoy@example.net,001-815-506-1853x80032,"Gonzalez, Harrison and Washington","Embryologist, clinical",Manufacturing,8139,Influencer,37,Qualified,2023-08-05,2024-10-15,,Togo,Washington,North Ryan,influencer,organic,content_marketing_campaign_21
179,36,3,Cheryl,Mckinney,barnesjose@example.com,+1-793-957-8243x4776,Davis-Rodriguez,Holiday representative,Education,7327,Direct Mail,42,Qualified,2024-09-02,2024-06-15,,Zimbabwe,Massachusetts,West Heidiberg,direct_mail,organic,social_media_campaign_36
180,32,4,Carolyn,Mcdaniel,carterwilliam@example.com,8856456676,Adams Ltd,English as a foreign language teacher,Finance,748,Influencer,40,Converted,2023-03-30,2024-03-01,2024-02-04,Slovakia (Slovak Republic),South Dakota,New Cherylberg,influencer,referral,events_campaign_32
181,35,3,Andrew,Bowen,tdavis@example.com,(581)608-3583x286,Lozano LLC,Patent attorney,Healthcare,9060,Events,94,Qualified,2024-10-05,2024-09-09,2024-12-02,Malta,Connecticut,Moodyton,events,social,webinars_campaign_35
182,19,5,Kevin,Hall,arthurbrady@example.com,+1-462-341-1186x0089,"Chapman, Myers and Decker",Insurance underwriter,Government,5304,Influencer,55,Disqualified,2024-07-23,2024-06-06,,Cook Islands,Connecticut,Tanyashire,influencer,organic,direct_mail_campaign_19
183,25,2,Kelly,Davis,ehoffman@example.com,001-588-236-0765x817,Wise-West,Publishing rights manager,Retail,1786,Direct Mail,83,Contacted,2024-10-24,2024-12-12,2024-10-02,Chile,Indiana,Watkinsland,direct_mail,social,paid_search_campaign_25
184,26,7,Christina,Wells,briansnyder@example.com,952-705-9960x4387,"Young, Murray and Webb","Surveyor, building control",Government,1335,SEO,14,Converted,2024-04-30,2024-01-11,,American Samoa,Hawaii,East Jamesville,seo,email,events_campaign_26
185,28,1,Tyler,Sims,jtaylor@example.com,(404)616-4485x9592,"Cohen, Lang and Crane",Meteorologist,Retail,9905,Display,33,Converted,2024-12-19,2024-12-30,,Saint Helena,Florida,New Jennifer,display,organic,influencer_campaign_28
186,1,2,Louis,White,ajones@example.com,001-433-318-7510x979,Fields-Ware,Location manager,Manufacturing,232,Display,25,Contacted,2024-04-12,2024-12-07,,Myanmar,Washington,Michaelfurt,display,paid,content_marketing_campaign_1
187,36,3,Amber,Hopkins,watkinsdakota@example.org,624-991-2896x599,Jackson and Sons,"Engineer, technical sales",Technology,2401,Direct Mail,19,Qualified,2024-08-04,2024-05-21,2024-12-07,Austria,Florida,Colemanfort,direct_mail,paid,social_media_campaign_36
